PLAY_DATE,PLAY_NAME,THEATER_NAME,PLAY_CATEGORY,IS_GUEST_PLAY,PLAY_TYPE,LONGITUDE,LATITUDE,NUMBER_OF_AUDIENCE
2019-01-04 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,597
2019-01-05 12:00:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,606
2019-01-05 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,611
2019-01-09 12:00:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,591
2019-01-09 17:30:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,609
2019-01-10 17:30:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,594
2019-01-11 17:30:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,604
2019-01-12 12:00:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,608
2019-01-12 17:30:00 +0000 +0000,MACBETH,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,601
2019-01-16 12:00:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,592
2019-01-16 17:30:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,607
2019-01-17 17:30:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,594
2019-01-18 17:30:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,605
2019-01-19 12:00:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,608
2019-01-19 17:30:00 +0000 +0000,OYUNUN OYUNU,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,599
2019-01-23 12:00:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,537
2019-01-23 17:30:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,555
2019-01-24 17:30:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,566
2019-01-25 17:30:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,504
2019-01-26 12:00:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,591
2019-01-26 17:30:00 +0000 +0000,OCAK'TA BAHAR,Harbiye Muhsin Ertuğrul Sahnesi,Yetişkin,0,Yabancı,28.988829,41.046788,564
2019-01-30 12:00:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,609
2019-01-30 17:30:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,609
2019-01-31 17:30:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,596
2019-02-01 17:30:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,588
2019-02-02 12:00:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,612
2019-02-02 17:30:00 +0000 +0000,BİZİM AİLE,Harbiye Muhsin Ertuğrul Sahnesi,Müzikal,0,Yerli,28.988829,41.046788,600
2019-01-06 09:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,340
2019-01-06 12:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,499
2019-01-13 09:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,355
2019-01-13 12:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,518
2019-01-20 09:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,369
2019-01-20 12:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,538
2019-01-27 09:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,587
2019-01-27 12:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,608
2019-02-03 09:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,484
2019-02-03 12:00:00 +0000 +0000,BİR KÜMES HİKAYESİ,Harbiye Muhsin Ertuğrul Sahnesi,Çocuk,0,Yerli,28.988829,41.046788,584
2019-01-02 12:00:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,119
2019-01-02 17:30:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,173
2019-01-03 17:30:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,269
2019-01-04 17:30:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,257
2019-01-05 12:00:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,335
2019-01-05 17:30:00 +0000 +0000,KAHVEDE ŞENLİK VAR,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,333
2019-01-09 12:00:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,203
2019-01-09 17:30:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,265
2019-01-10 17:30:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,293
2019-01-11 17:30:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,269
2019-01-12 12:00:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,302
2019-01-12 17:30:00 +0000 +0000,MATRUŞKA,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yerli,28.956194,41.015900,333
2019-01-16 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,327
2019-01-17 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,288
2019-01-18 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,266
2019-01-19 12:00:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,318
2019-01-19 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,264
2019-01-23 12:00:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,329
2019-01-23 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,263
2019-01-24 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,313
2019-01-25 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,282
2019-01-26 12:00:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,337
2019-01-26 17:30:00 +0000 +0000,SÖZ VERİYORUM,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,293
2019-01-30 12:00:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,336
2019-01-30 17:30:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,336
2019-01-31 17:30:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,332
2019-02-01 17:30:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,343
2019-02-02 12:00:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,337
2019-02-02 17:30:00 +0000 +0000,TATLI KAÇIK,Fatih Reşat Nuri Sahnesi,Yetişkin,0,Yabancı,28.956194,41.015900,333
2019-01-06 09:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,195
2019-01-06 12:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,288
2019-01-20 09:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,251
2019-01-20 12:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,336
2019-01-27 09:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,336
2019-01-27 12:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,336
2019-02-03 09:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,336
2019-02-03 12:00:00 +0000 +0000,YAŞASIN BARIŞ,Fatih Reşat Nuri Sahnesi,Çocuk,0,Yerli,28.956194,41.015900,334
2019-01-02 17:30:00 +0000 +0000,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli," 28.970972",41.079366,367
2019-01-03 17:30:00 +0000 +0000,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli," 28.970972",41.079366,409
2019-01-04 17:30:00 +0000 +0000,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli," 28.970972",41.079366,459
2019-01-05 12:00:00 +0000 +0000,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli," 28.970972",41.079366,521
2019-01-05 17:30:00 +0000 +0000,HİSSE-İ ŞAYİA (BİR EVLİLİK KOMEDİSİ),Kağıthane Sadabad Sahnesi,Yetişkin,0,Yerli," 28.970972",41.079366,578
2019-01-09 17:30:00 +0000 +0000,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,43
2019-01-10 17:30:00 +0000 +0000,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,38
2019-01-11 17:30:00 +0000 +0000,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,34
2019-01-12 12:00:00 +0000 +0000,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,27
2019-01-12 17:30:00 +0000 +0000,CİBALİ KARAKOLU,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,39
2019-01-16 17:30:00 +0000 +0000,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,367
2019-01-17 17:30:00 +0000 +0000,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,403
2019-01-18 17:30:00 +0000 +0000,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,32
2019-01-19 12:00:00 +0000 +0000,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,13
2019-01-19 17:30:00 +0000 +0000,BİZİM AİLE,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,39
2019-01-23 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,586
2019-01-24 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,573
2019-01-25 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,584
2019-01-26 12:00:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,585
2019-01-26 17:30:00 +0000 +0000,FELATUN BEY İLE RAKIM EFENDİ,Kağıthane Sadabad Sahnesi,Müzikal,0,Yerli," 28.970972",41.079366,585
2019-01-30 17:30:00 +0000 +0000,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,374
2019-01-31 17:30:00 +0000 +0000,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,384
2019-02-01 17:30:00 +0000 +0000,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,292
2019-02-02 12:00:00 +0000 +0000,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,439
2019-02-02 17:30:00 +0000 +0000,BAK BİZİM ŞARKIMIZI ÇALIYORLAR,Kağıthane Sadabad Sahnesi,Müzikal,0,Yabancı," 28.970972",41.079366,334
2019-01-06 09:00:00 +0000 +0000,MEVLANA'DAN ÖYKÜLER,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli," 28.970972",41.079366,172
2019-01-06 12:00:00 +0000 +0000,MEVLANA'DAN ÖYKÜLER,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli," 28.970972",41.079366,316
2019-01-13 09:00:00 +0000 +0000,MEVLANA'DAN ÖYKÜLER,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli," 28.970972",41.079366,161
2019-01-13 12:00:00 +0000 +0000,MEVLANA'DAN ÖYKÜLER,Kağıthane Sadabad Sahnesi,Çocuk,0,Yerli," 28.970972",41.079366,318
2019-01-20 09:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,483
2019-01-20 12:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,576
2019-01-27 09:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,576
2019-01-27 12:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,594
2019-02-03 09:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,580
2019-02-03 12:00:00 +0000 +0000,POLLYANNA,Kağıthane Sadabad Sahnesi,Çocuk,0,Yabancı," 28.970972",41.079366,587
2019-01-02 12:00:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,273
2019-01-02 17:30:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,293
2019-01-03 17:30:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,270
2019-01-04 17:30:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,276
2019-01-05 12:00:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,6
2019-01-05 17:30:00 +0000 +0000,HAYAL-İ TEMSİL,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,19
2019-01-09 12:00:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,296
2019-01-09 17:30:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,299
2019-01-10 17:30:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,293
2019-01-11 17:30:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,284
2019-01-12 12:00:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,304
2019-01-12 17:30:00 +0000 +0000,SON,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,311
2019-01-16 12:00:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,304
2019-01-16 17:30:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,304
2019-01-17 17:30:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,304
2019-01-18 17:30:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,300
2019-01-19 12:00:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,297
2019-01-19 17:30:00 +0000 +0000,KOMİK-İ ŞEHİR NAŞİT BEY,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yerli,29.023408,40.991770,308
2019-01-23 12:00:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,301
2019-01-23 17:30:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,302
2019-01-24 17:30:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,304
2019-01-25 17:30:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,39
2019-01-26 12:00:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,33
2019-01-26 17:30:00 +0000 +0000,TATLI KAÇIK,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,33
2019-01-30 12:00:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,307
2019-01-30 17:30:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,311
2019-01-31 17:30:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,275
2019-02-01 17:30:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,307
2019-02-02 12:00:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,292
2019-02-02 17:30:00 +0000 +0000,KARINCALAR - BİR SAVAŞ VARDI,Kadıköy Haldun Taner Sahnesi,Yetişkin,0,Yabancı,29.023408,40.991770,306
2019-01-06 09:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,278
2019-01-06 12:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,302
2019-01-13 09:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,281
2019-01-13 12:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,298
2019-01-20 09:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,287
2019-01-20 12:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,311
2019-01-27 09:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,295
2019-01-27 12:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,305
2019-02-03 09:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,308
2019-02-03 12:00:00 +0000 +0000,ÜZGÜN AĞAÇLAR ÜLKESİ,Kadıköy Haldun Taner Sahnesi,Çocuk,0,Yerli,29.023408,40.991770,304
2019-01-02 12:00:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,129
2019-01-02 17:30:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,149
2019-01-03 17:30:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,220
2019-01-04 17:30:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,219
2019-01-05 12:00:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,256
2019-01-05 17:30:00 +0000 +0000,UZLAŞMA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,264
2019-01-09 12:00:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,330
2019-01-09 17:30:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,323
2019-01-10 17:30:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,325
2019-01-11 17:30:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,335
2019-01-12 12:00:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,329
2019-01-12 17:30:00 +0000 +0000,ŞAHANE ZÜĞÜRTLER,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yabancı,29.012900,41.019561,349
2019-01-16 12:00:00 +0000 +0000,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.012900,41.019561,272
2019-01-16 17:30:00 +0000 +0000,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.012900,41.019561,315
2019-01-17 17:30:00 +0000 +0000,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.012900,41.019561,315
2019-01-18 17:30:00 +0000 +0000,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.012900,41.019561,325
2019-01-19 12:00:00 +0000 +0000,MATRUŞKA,Üsküdar Musahipzade Celãl Sahnesi,Yetişkin,0,Yerli,29.012900,41.019561,310
